name3 - album3_broken-heartv2.wav_stft.txt_vectors.txt
120 108 12 565
120 108 13 565
120 111 14 565
120 117 15 565
120 124 18 565
120 127 18 565
120 124 19 565
120 123 20 565
120 124 21 565
120 103 22 565
120 112 28 565
31 20 6 566
31 11 8 566
31 21 8 566
31 40 11 566
31 15 13 566
31 32 13 566
31 18 21 566
31 31 21 566
31 12 22 566
31 47 22 566
31 27 24 566
31 34 24 566
31 24 25 566
31 27 29 566
31 17 30 566
31 33 30 566
31 32 32 566
116 105 5 566
116 109 6 566
116 102 7 566
116 108 8 566
116 127 8 566
116 110 10 566
116 108 11 566
116 108 12 566
116 111 13 566
116 117 14 566
116 124 17 566
116 127 17 566
116 124 18 566
116 123 19 566
116 124 20 566
116 103 21 566
116 99 24 566
116 112 27 566
58 51 5 567
58 66 8 567
58 40 10 567
58 57 18 567
58 47 21 567
58 75 21 567
58 71 27 567
58 62 33 567
58 63 33 567
58 55 34 567
58 73 34 567
87 102 6 567
87 103 20 567
87 75 21 567
87 99 23 567
87 78 25 567
87 71 27 567
87 93 28 567
87 73 34 567
14 5 6 568
14 11 6 568
14 21 6 568
14 15 11 568
14 32 11 568
14 3 12 568
14 3 18 568
14 0 19 568
14 3 19 568
14 18 19 568
14 31 19 568
14 12 20 568
14 27 22 568
14 24 23 568
14 10 27 568
14 27 27 568
14 17 28 568
14 33 28 568
14 32 30 568
112 102 5 568
112 108 6 568
112 127 6 568
112 110 8 568
112 108 9 568
112 108 10 568
112 111 11 568
112 117 12 568
112 124 15 568
112 127 15 568
112 124 16 568
112 123 17 568
112 124 18 568
112 103 19 568
112 99 22 568
112 112 25 568
112 93 27 568
1 5 5 569
1 11 5 569
1 15 10 569
1 3 11 569
1 3 17 569
1 0 18 569
1 3 18 569
1 18 18 569
1 12 19 569
1 10 26 569
1 17 27 569
1 3 34 569
1 18 34 569
3 5 5 569
3 11 5 569
3 21 5 569
3 15 10 569
3 3 11 569
3 3 17 569
3 0 18 569
3 3 18 569
3 18 18 569
3 12 19 569
3 10 26 569
3 17 27 569
3 3 34 569
3 18 34 569
112 108 5 569
112 127 5 569
112 110 7 569
112 108 8 569
112 108 9 569
112 111 10 569
112 117 11 569
112 124 14 569
112 127 14 569
112 124 15 569
112 123 16 569
112 124 17 569
112 103 18 569
112 99 21 569
112 112 24 569
112 93 26 569
112 126 34 569
1 15 9 570
1 3 10 570
1 3 16 570
1 0 17 570
1 3 17 570
1 18 17 570
1 12 18 570
1 10 25 570
1 17 26 570
1 3 33 570
1 18 33 570
109 110 6 570
109 108 7 570
109 108 8 570
109 111 9 570
109 117 10 570
109 124 13 570
109 127 13 570
109 124 14 570
109 123 15 570
109 124 16 570
109 103 17 570
109 99 20 570
109 112 23 570
109 93 25 570
109 126 33 570
109 118 34 570
105 110 5 571
105 108 6 571
105 108 7 571
105 111 8 571
105 117 9 571
105 124 12 571
105 124 13 571
105 123 14 571
105 124 15 571
105 103 16 571
105 99 19 571
105 112 22 571
105 93 24 571
105 118 33 571
105 101 34 571
6 15 7 572
6 3 8 572
6 3 14 572
6 0 15 572
6 3 15 572
6 18 15 572
6 12 16 572
6 24 19 572
6 10 23 572
6 17 24 572
6 3 31 572
6 18 31 572
20 15 7 572
20 32 7 572
20 3 8 572
20 3 14 572
20 0 15 572
20 3 15 572
20 18 15 572
20 31 15 572
20 12 16 572
20 27 18 572
20 34 18 572
20 24 19 572
20 10 23 572
20 27 23 572
20 17 24 572
20 33 24 572
20 32 26 572
20 3 31 572
20 18 31 572
51 40 5 572
51 32 7 572
51 57 13 572
51 31 15 572
51 47 16 572
51 34 18 572
51 33 24 572
51 32 26 572
51 62 28 572
51 63 28 572
51 55 29 572
51 57 33 572
109 108 5 572
109 108 6 572
109 111 7 572
109 117 8 572
109 124 11 572
109 127 11 572
109 124 12 572
109 123 13 572
109 124 14 572
109 103 15 572
109 99 18 572
109 112 21 572
109 93 23 572
109 126 31 572
109 118 32 572
109 101 33 572
102 108 5 573
102 111 6 573
102 117 7 573
102 103 14 573
102 99 17 573
102 112 20 573
102 93 22 573
102 118 31 573
102 101 32 573
5 15 5 574
5 3 6 574
5 3 12 574
5 0 13 574
5 3 13 574
5 18 13 574
5 12 14 574
5 24 17 574
5 10 21 574
5 17 22 574
5 3 29 574
5 18 29 574
11 15 5 574
11 3 6 574
11 3 12 574
11 0 13 574
11 3 13 574
11 18 13 574
11 12 14 574
11 27 16 574
11 24 17 574
11 10 21 574
11 27 21 574
11 17 22 574
11 3 29 574
11 18 29 574
21 15 5 574
21 32 5 574
21 3 6 574
21 3 12 574
21 3 13 574
21 18 13 574
21 31 13 574
21 12 14 574
21 27 16 574
21 34 16 574
21 24 17 574
21 10 21 574
21 27 21 574
21 17 22 574
21 33 22 574
21 32 24 574
21 3 29 574
21 18 29 574
108 111 5 574
108 117 6 574
108 124 9 574
108 127 9 574
108 124 10 574
108 123 11 574
108 124 12 574
108 103 13 574
108 99 16 574
108 112 19 574
108 93 21 574
108 126 29 574
108 118 30 574
108 101 31 574
108 104 34 574
127 111 5 574
127 117 6 574
127 124 9 574
127 127 9 574
127 124 10 574
127 123 11 574
127 124 12 574
127 112 19 574
127 126 29 574
127 118 30 574
66 57 10 575
66 47 13 575
66 75 13 575
66 78 17 575
66 71 19 575
66 62 25 575
66 63 25 575
66 55 26 575
66 73 26 575
66 57 30 575
66 60 33 575
110 124 7 576
110 127 7 576
110 124 8 576
110 123 9 576
110 124 10 576
110 103 11 576
110 99 14 576
110 112 17 576
110 93 19 576
110 126 27 576
110 118 28 576
110 101 29 576
110 104 32 576
110 97 33 576
110 117 34 576
40 57 8 577
40 31 10 577
40 47 11 577
40 27 13 577
40 34 13 577
40 24 14 577
40 27 18 577
40 33 19 577
40 32 21 577
40 55 24 577
40 57 28 577
108 124 6 577
108 127 6 577
108 124 7 577
108 123 8 577
108 124 9 577
108 103 10 577
108 99 13 577
108 112 16 577
108 93 18 577
108 126 26 577
108 118 27 577
108 101 28 577
108 104 31 577
108 97 32 577
108 117 33 577
108 103 34 577
108 127 34 577
108 124 5 578
108 127 5 578
108 124 6 578
108 123 7 578
108 124 8 578
108 103 9 578
108 99 12 578
108 112 15 578
108 93 17 578
108 126 25 578
108 118 26 578
108 101 27 578
108 104 30 578
108 97 31 578
108 117 32 578
108 103 33 578
108 127 33 578
15 3 7 579
15 0 8 579
15 3 8 579
15 18 8 579
15 31 8 579
15 12 9 579
15 27 11 579
15 34 11 579
15 24 12 579
15 10 16 579
15 27 16 579
15 17 17 579
15 33 17 579
15 32 19 579
15 3 24 579
15 18 24 579
32 18 8 579
32 31 8 579
32 12 9 579
32 47 9 579
32 27 11 579
32 34 11 579
32 24 12 579
32 27 16 579
32 17 17 579
32 33 17 579
32 32 19 579
32 18 24 579
32 47 33 579
111 124 5 579
111 123 6 579
111 124 7 579
111 103 8 579
111 99 11 579
111 112 14 579
111 93 16 579
111 126 24 579
111 118 25 579
111 101 26 579
111 104 29 579
111 97 30 579
111 117 31 579
111 103 32 579
111 127 32 579
111 124 34 579
3 3 6 580
3 0 7 580
3 3 7 580
3 18 7 580
3 12 8 580
3 10 15 580
3 17 16 580
3 3 23 580
3 18 23 580
3 15 34 580
117 123 5 580
117 124 6 580
117 103 7 580
117 99 10 580
117 112 13 580
117 126 23 580
117 118 24 580
117 101 25 580
117 104 28 580
117 97 29 580
117 117 30 580
117 103 31 580
117 127 31 580
117 124 33 580
117 102 34 580
124 112 10 583
124 126 20 583
124 118 21 583
124 104 25 583
124 117 27 583
124 127 28 583
124 124 30 583
124 109 32 583
127 112 10 583
127 126 20 583
127 118 21 583
127 117 27 583
127 127 28 583
127 124 30 583
127 109 32 583
124 112 9 584
124 126 19 584
124 118 20 584
124 104 24 584
124 117 26 584
124 127 27 584
124 124 29 584
124 109 31 584
57 71 9 585
57 62 15 585
57 63 15 585
57 55 16 585
57 73 16 585
57 57 20 585
57 60 23 585
57 61 26 585
57 47 27 585
57 57 33 585
123 112 8 585
123 126 18 585
123 118 19 585
123 104 23 585
123 117 25 585
123 103 26 585
123 127 26 585
123 124 28 585
123 109 30 585
123 103 31 585
123 103 32 585
123 110 34 585
3 10 9 586
3 17 10 586
3 3 17 586
3 18 17 586
3 15 28 586
3 15 33 586
3 12 34 586
124 112 7 586
124 126 17 586
124 118 18 586
124 104 22 586
124 117 24 586
124 127 25 586
124 124 27 586
124 109 29 586
124 110 33 586
124 111 34 586
124 127 34 586
0 10 8 587
0 17 9 587
0 3 16 587
0 18 16 587
0 15 27 587
0 15 32 587
0 12 33 587
3 10 8 587
3 17 9 587
3 3 16 587
3 18 16 587
3 15 27 587
3 15 32 587
3 12 33 587
3 21 34 587
18 10 8 587
18 27 8 587
18 17 9 587
18 33 9 587
18 32 11 587
18 3 16 587
18 18 16 587
18 15 27 587
18 15 32 587
18 12 33 587
18 21 34 587
31 27 8 587
31 17 9 587
31 33 9 587
31 32 11 587
31 18 16 587
31 47 25 587
31 15 27 587
31 15 32 587
31 12 33 587
31 21 34 587
31 39 34 587
103 112 6 587
103 93 8 587
103 118 17 587
103 101 18 587
103 104 21 587
103 97 22 587
103 117 23 587
103 103 24 587
103 102 27 587
103 109 28 587
103 103 29 587
103 103 30 587
103 110 32 587
103 111 33 587
103 105 34 587
12 10 7 588
12 27 7 588
12 17 8 588
12 3 15 588
12 18 15 588
12 15 26 588
12 15 31 588
12 12 32 588
12 21 33 588
47 27 7 588
47 33 8 588
47 32 10 588
47 62 12 588
47 63 12 588
47 55 13 588
47 57 17 588
47 60 20 588
47 61 23 588
47 47 24 588
47 57 30 588
47 39 33 588
47 47 34 588
75 71 6 588
75 93 7 588
75 62 12 588
75 63 12 588
75 55 13 588
75 73 13 588
75 57 17 588
75 60 20 588
75 61 23 588
75 80 24 588
75 57 30 588
75 81 30 588
27 10 5 590
27 27 5 590
27 17 6 590
27 33 6 590
27 32 8 590
27 18 13 590
27 15 24 590
27 15 29 590
27 12 30 590
27 21 31 590
27 39 31 590
34 27 5 590
34 17 6 590
34 33 6 590
34 32 8 590
34 18 13 590
34 47 22 590
34 15 24 590
34 15 29 590
34 21 31 590
34 39 31 590
34 47 32 590
99 93 5 590
99 118 14 590
99 101 15 590
99 104 18 590
99 97 19 590
99 117 20 590
99 103 21 590
99 80 22 590
99 102 24 590
99 109 25 590
99 103 26 590
99 103 27 590
99 81 28 590
99 110 29 590
99 111 30 590
99 105 31 590
99 96 32 590
99 103 33 590
99 81 34 590
24 17 5 591
24 33 5 591
24 32 7 591
24 18 12 591
24 15 23 591
24 15 28 591
24 12 29 591
24 21 30 591
24 39 30 591
78 62 8 592
78 63 8 592
78 73 9 592
78 60 16 592
78 97 17 592
78 61 19 592
78 80 20 592
78 81 26 592
78 96 30 592
78 58 32 592
78 81 32 592
78 59 34 592
112 126 10 593
112 118 11 593
112 101 12 593
112 104 15 593
112 97 16 593
112 117 17 593
112 103 18 593
112 127 18 593
112 124 20 593
112 102 21 593
112 109 22 593
112 103 23 593
112 103 24 593
112 110 26 593
112 111 27 593
112 127 27 593
112 105 28 593
112 96 29 593
112 103 30 593
112 104 32 593
112 125 33 593
71 62 6 594
71 63 6 594
71 55 7 594
71 73 7 594
71 57 11 594
71 60 14 594
71 61 17 594
71 80 18 594
71 57 24 594
71 81 24 594
71 58 30 594
71 81 30 594
71 59 32 594
10 3 8 595
10 18 8 595
10 15 19 595
10 15 24 595
10 12 25 595
10 21 26 595
27 18 8 595
27 15 19 595
27 15 24 595
27 12 25 595
27 21 26 595
27 39 26 595
93 73 6 595
93 101 10 595
93 104 13 595
93 97 14 595
93 103 16 595
93 80 17 595
93 102 19 595
93 109 20 595
93 103 21 595
93 103 22 595
93 81 23 595
93 110 24 595
93 111 25 595
93 105 26 595
93 96 27 595
93 103 28 595
93 81 29 595
93 104 30 595
93 112 33 595
17 3 7 596
17 18 7 596
17 15 18 596
17 15 23 596
17 12 24 596
17 21 25 596
17 6 34 596
33 18 7 596
33 47 16 596
33 15 18 596
33 15 23 596
33 21 25 596
33 39 25 596
33 47 26 596
32 18 5 598
32 47 14 598
32 15 16 598
32 15 21 598
32 12 22 598
32 21 23 598
32 39 23 598
32 47 24 598
62 57 5 600
62 60 8 600
62 61 11 600
62 47 12 600
62 80 12 600
62 57 18 600
62 81 18 600
62 47 22 600
62 58 24 600
62 81 24 600
62 59 26 600
62 61 32 600
63 57 5 600
63 60 8 600
63 61 11 600
63 47 12 600
63 80 12 600
63 57 18 600
63 81 18 600
63 47 22 600
63 58 24 600
63 81 24 600
63 59 26 600
63 61 32 600
55 60 7 601
55 61 10 601
55 47 11 601
55 57 17 601
55 39 20 601
55 47 21 601
55 58 23 601
55 59 25 601
55 61 31 601
73 60 7 601
73 61 10 601
73 80 11 601
73 57 17 601
73 81 17 601
73 58 23 601
73 81 23 601
73 59 25 601
73 89 30 601
73 61 31 601
73 78 34 601
3 15 11 603
3 15 16 603
3 12 17 603
3 21 18 603
3 6 27 603
3 14 34 603
3 15 34 603
18 15 11 603
18 15 16 603
18 12 17 603
18 21 18 603
18 6 27 603
18 36 33 603
18 14 34 603
18 15 34 603
126 117 7 603
126 127 8 603
126 124 10 603
126 109 12 603
126 110 16 603
126 111 17 603
126 127 17 603
126 125 23 603
126 112 25 603
126 123 26 603
126 120 29 603
126 124 30 603
126 121 31 603
118 117 6 604
118 103 7 604
118 127 7 604
118 124 9 604
118 102 10 604
118 109 11 604
118 103 12 604
118 103 13 604
118 110 15 604
118 111 16 604
118 127 16 604
118 105 17 604
118 103 19 604
118 104 21 604
118 125 22 604
118 112 24 604
118 123 25 604
118 120 28 604
118 124 29 604
118 121 30 604
57 61 6 605
57 47 7 605
57 57 13 605
57 39 16 605
57 47 17 605
57 58 19 605
57 59 21 605
57 61 27 605
101 117 5 605
101 103 6 605
101 102 9 605
101 109 10 605
101 103 11 605
101 103 12 605
101 81 13 605
101 110 14 605
101 111 15 605
101 105 16 605
101 96 17 605
101 103 18 605
101 81 19 605
101 104 20 605
101 112 23 605
101 89 26 605
101 120 27 605
60 57 10 608
60 47 14 608
60 58 16 608
60 59 18 608
60 61 24 608
60 78 27 608
60 78 28 608
60 41 33 608
60 79 33 608
104 102 6 608
104 109 7 608
104 103 8 608
104 103 9 608
104 110 11 608
104 111 12 608
104 105 13 608
104 96 14 608
104 103 15 608
104 104 17 608
104 112 20 608
104 123 21 608
104 89 23 608
104 120 24 608
104 121 26 608
104 121 32 608
104 123 34 608
97 102 5 609
97 109 6 609
97 103 7 609
97 103 8 609
97 81 9 609
97 110 10 609
97 111 11 609
97 105 12 609
97 96 13 609
97 103 14 609
97 81 15 609
97 104 16 609
97 112 19 609
97 89 22 609
97 78 26 609
97 78 27 609
97 79 32 609
117 109 5 610
117 103 6 610
117 103 7 610
117 110 9 610
117 111 10 610
117 127 10 610
117 105 11 610
117 103 13 610
117 104 15 610
117 125 16 610
117 112 18 610
117 123 19 610
117 120 22 610
117 124 23 610
117 121 24 610
117 121 30 610
117 123 32 610
117 122 34 610
61 57 7 611
61 47 11 611
61 58 13 611
61 59 15 611
61 61 21 611
61 78 24 611
61 78 25 611
61 41 30 611
61 79 30 611
61 44 32 611
61 69 32 611
103 103 5 611
103 103 6 611
103 110 8 611
103 111 9 611
103 105 10 611
103 96 11 611
103 103 12 611
103 104 14 611
103 112 17 611
103 89 20 611
103 120 21 611
103 121 23 611
103 121 29 611
103 122 33 611
103 122 34 611
127 110 8 611
127 111 9 611
127 127 9 611
127 125 15 611
127 112 17 611
127 123 18 611
127 120 21 611
127 124 22 611
127 121 23 611
127 121 29 611
127 123 31 611
127 122 33 611
127 122 34 611
47 57 6 612
47 39 9 612
47 47 10 612
47 58 12 612
47 59 14 612
47 61 20 612
47 36 24 612
47 41 29 612
47 44 31 612
47 60 34 612
80 81 6 612
80 96 10 612
80 81 12 612
80 89 19 612
80 61 20 612
80 78 23 612
80 78 24 612
80 79 29 612
80 69 31 612
80 60 34 612
80 81 34 612
124 110 6 613
124 111 7 613
124 127 7 613
124 105 8 613
124 104 12 613
124 125 13 613
124 112 15 613
124 123 16 613
124 120 19 613
124 124 20 613
124 121 21 613
124 121 27 613
124 123 29 613
124 122 31 613
124 122 32 613
15 15 5 614
15 12 6 614
15 21 7 614
15 6 16 614
15 14 23 614
15 15 23 614
15 0 26 614
15 1 26 614
15 6 27 614
15 9 27 614
15 3 30 614
15 24 31 614
15 30 34 614
15 32 34 614
102 110 5 614
102 111 6 614
102 105 7 614
102 96 8 614
102 103 9 614
102 104 11 614
102 112 14 614
102 89 17 614
102 120 18 614
102 121 20 614
102 121 26 614
102 101 34 614
109 111 5 615
109 127 5 615
109 105 6 615
109 96 7 615
109 103 8 615
109 104 10 615
109 125 11 615
109 112 13 615
109 123 14 615
109 89 16 615
109 120 17 615
109 124 18 615
109 121 19 615
109 121 25 615
109 123 27 615
109 122 29 615
109 122 30 615
109 101 33 615
109 97 34 615
103 105 5 616
103 96 6 616
103 103 7 616
103 104 9 616
103 112 12 616
103 89 15 616
103 120 16 616
103 121 18 616
103 121 24 616
103 122 28 616
103 122 29 616
103 101 32 616
103 97 33 616
103 117 34 616
103 96 5 617
103 103 6 617
103 104 8 617
103 112 11 617
103 89 14 617
103 120 15 617
103 121 17 617
103 121 23 617
103 122 27 617
103 122 28 617
103 101 31 617
103 97 32 617
103 117 33 617
103 100 34 617
57 58 6 618
57 59 8 618
57 61 14 618
57 41 23 618
57 44 25 618
57 69 25 618
57 60 28 618
57 57 33 618
81 81 6 618
81 89 13 618
81 61 14 618
81 78 17 618
81 78 18 618
81 79 23 618
81 69 25 618
81 81 28 618
81 97 31 618
81 100 33 618
81 98 34 618
15 6 11 619
15 14 18 619
15 15 18 619
15 0 21 619
15 1 21 619
15 6 22 619
15 9 22 619
15 3 25 619
15 24 26 619
15 30 29 619
15 32 29 619
15 11 31 619
110 104 6 619
110 125 7 619
110 112 9 619
110 123 10 619
110 120 13 619
110 124 14 619
110 121 15 619
110 121 21 619
110 123 23 619
110 122 25 619
110 122 26 619
110 101 29 619
110 97 30 619
110 117 31 619
110 100 32 619
110 98 33 619
110 102 34 619
12 6 10 620
12 14 17 620
12 15 17 620
12 0 20 620
12 1 20 620
12 6 21 620
12 9 21 620
12 3 24 620
12 24 25 620
12 30 28 620
12 11 30 620
111 104 5 620
111 125 6 620
111 112 8 620
111 123 9 620
111 120 12 620
111 124 13 620
111 121 14 620
111 121 20 620
111 123 22 620
111 122 24 620
111 122 25 620
111 101 28 620
111 97 29 620
111 117 30 620
111 100 31 620
111 98 32 620
111 102 33 620
111 102 34 620
127 125 6 620
127 112 8 620
127 123 9 620
127 120 12 620
127 124 13 620
127 121 14 620
127 121 20 620
127 123 22 620
127 122 24 620
127 122 25 620
127 117 30 620
21 6 9 621
21 36 15 621
21 14 16 621
21 15 16 621
21 1 19 621
21 6 20 621
21 9 20 621
21 3 23 621
21 24 24 621
21 30 27 621
21 32 27 621
21 11 29 621
39 36 15 621
39 41 20 621
39 44 22 621
39 24 24 621
39 30 27 621
39 32 27 621
39 57 30 621
105 112 7 621
105 123 8 621
105 89 10 621
105 120 11 621
105 124 12 621
105 121 13 621
105 121 19 621
105 123 21 621
105 122 23 621
105 122 24 621
105 101 27 621
105 97 28 621
105 117 29 621
105 100 30 621
105 98 31 621
105 102 32 621
105 102 33 621
105 104 34 621
47 61 10 622
47 36 14 622
47 41 19 622
47 44 21 622
47 60 24 622
47 30 26 622
47 32 26 622
47 57 29 622
47 59 32 622
47 59 33 622
47 48 34 622
96 112 6 622
96 89 9 622
96 78 13 622
96 78 14 622
96 79 19 622
96 81 24 622
96 101 26 622
96 97 27 622
96 100 29 622
96 98 30 622
96 102 31 622
96 102 32 622
96 104 33 622
96 105 34 622
103 112 5 623
103 89 8 623
103 120 9 623
103 121 11 623
103 121 17 623
103 122 21 623
103 122 22 623
103 101 25 623
103 97 26 623
103 117 27 623
103 100 28 623
103 98 29 623
103 102 30 623
103 102 31 623
103 104 32 623
103 105 33 623
103 102 34 623
58 61 8 624
58 41 17 624
58 44 19 624
58 69 19 624
58 60 22 624
58 57 27 624
58 59 30 624
58 59 31 624
58 48 32 624
81 89 7 624
81 61 8 624
81 78 11 624
81 78 12 624
81 79 17 624
81 69 19 624
81 81 22 624
81 97 25 624
81 100 27 624
81 98 28 624
104 89 6 625
104 120 7 625
104 121 9 625
104 121 15 625
104 123 17 625
104 122 19 625
104 122 20 625
104 101 23 625
104 97 24 625
104 117 25 625
104 100 26 625
104 98 27 625
104 102 28 625
104 102 29 625
104 104 30 625
104 105 31 625
104 102 32 625
104 102 33 625
104 102 34 625
59 61 6 626
59 78 9 626
59 78 10 626
59 41 15 626
59 44 17 626
59 69 17 626
59 60 20 626
59 57 25 626
59 59 28 626
59 59 29 626
59 48 30 626
59 41 34 626
125 120 6 626
125 124 7 626
125 121 8 626
125 121 14 626
125 123 16 626
125 122 18 626
125 122 19 626
125 117 24 626
125 105 30 626
125 108 34 626
112 124 5 628
112 121 6 628
112 121 12 628
112 123 14 628
112 122 16 628
112 122 17 628
112 101 20 628
112 97 21 628
112 117 22 628
112 100 23 628
112 98 24 628
112 102 25 628
112 102 26 628
112 104 27 628
112 105 28 628
112 102 29 628
112 102 30 628
112 102 31 628
112 108 32 628
112 104 33 628
112 97 34 628
123 121 5 629
123 121 11 629
123 123 13 629
123 122 15 629
123 122 16 629
123 117 21 629
123 104 26 629
123 105 27 629
123 108 31 629
123 104 32 629
6 14 7 630
6 15 7 630
6 0 10 630
6 1 10 630
6 6 11 630
6 9 11 630
6 3 14 630
6 24 15 630
6 11 20 630
89 78 5 631
89 79 10 631
89 69 12 631
89 81 15 631
89 101 17 631
89 97 18 631
89 100 20 631
89 98 21 631
89 102 22 631
89 102 23 631
89 104 24 631
89 105 25 631
89 102 26 631
89 102 27 631
89 102 28 631
89 108 29 631
89 104 30 631
89 97 31 631
89 102 32 631
89 103 34 631
61 41 9 632
61 79 9 632
61 44 11 632
61 69 11 632
61 60 14 632
61 57 19 632
61 59 22 632
61 59 23 632
61 48 24 632
61 41 28 632
61 62 29 632
61 52 32 632
61 59 33 632
61 61 34 632
120 121 8 632
120 123 10 632
120 122 12 632
120 122 13 632
120 101 16 632
120 117 18 632
120 100 19 632
120 102 21 632
120 102 22 632
120 104 23 632
120 105 24 632
120 102 25 632
120 102 26 632
120 102 27 632
120 108 28 632
120 104 29 632
120 102 31 632
120 111 32 632
120 103 33 632
120 102 34 632
124 121 7 633
124 123 9 633
124 122 11 633
124 122 12 633
124 117 17 633
124 104 22 633
124 105 23 633
124 108 27 633
124 104 28 633
124 111 31 633
124 121 34 633
121 121 6 634
121 123 8 634
121 122 10 634
121 122 11 634
121 101 14 634
121 117 16 634
121 102 19 634
121 102 20 634
121 104 21 634
121 105 22 634
121 102 23 634
121 102 24 634
121 102 25 634
121 108 26 634
121 104 27 634
121 102 29 634
121 111 30 634
121 103 31 634
121 102 32 634
121 121 33 634
121 125 34 634
121 127 34 634
78 79 6 635
78 69 8 635
78 60 11 635
78 81 11 635
78 97 14 635
78 59 19 635
78 59 20 635
78 62 26 635
78 97 27 635
78 59 30 635
78 61 31 635
36 41 5 636
36 44 7 636
36 24 9 636
36 30 12 636
36 32 12 636
36 48 20 636
36 41 24 636
36 52 28 636
36 48 31 636
78 79 5 636
78 69 7 636
78 60 10 636
78 81 10 636
78 97 13 636
78 59 18 636
78 59 19 636
78 62 25 636
78 97 26 636
78 59 29 636
78 61 30 636
14 3 7 637
14 24 8 637
14 30 11 637
14 32 11 637
14 11 13 637
14 3 31 637
14 5 34 637
14 11 34 637
15 3 7 637
15 24 8 637
15 30 11 637
15 32 11 637
15 11 13 637
15 3 31 637
15 5 34 637
15 11 34 637
0 11 10 640
0 3 28 640
0 5 31 640
0 11 31 640
0 6 32 640
0 11 32 640
0 15 32 640
0 9 33 640
1 11 10 640
1 3 28 640
1 5 31 640
1 11 31 640
1 6 32 640
1 11 32 640
1 15 32 640
1 9 33 640
121 122 5 640
121 101 8 640
121 117 10 640
121 102 13 640
121 102 14 640
121 104 15 640
121 105 16 640
121 102 17 640
121 102 18 640
121 102 19 640
121 108 20 640
121 104 21 640
121 102 23 640
121 111 24 640
121 103 25 640
121 102 26 640
121 121 27 640
121 125 28 640
121 127 28 640
121 108 29 640
121 124 31 640
121 112 32 640
121 110 33 640
6 11 9 641
6 3 27 641
6 5 30 641
6 11 30 641
6 6 31 641
6 11 31 641
6 15 31 641
6 9 32 641
6 18 34 641
9 11 9 641
9 3 27 641
9 5 30 641
9 11 30 641
9 6 31 641
9 11 31 641
9 15 31 641
9 9 32 641
9 18 34 641
41 60 5 641
41 30 7 641
41 32 7 641
41 57 10 641
41 59 13 641
41 59 14 641
41 48 15 641
41 41 19 641
41 52 23 641
41 59 24 641
41 48 26 641
79 60 5 641
79 81 5 641
79 97 8 641
79 98 11 641
79 59 13 641
79 59 14 641
79 62 20 641
79 97 21 641
79 59 24 641
79 61 25 641
123 117 8 642
123 104 13 642
123 105 14 642
123 108 18 642
123 104 19 642
123 111 22 642
123 103 23 642
123 121 25 642
123 125 26 642
123 127 26 642
123 108 27 642
123 124 29 642
123 112 30 642
123 110 31 642
123 120 33 642
123 121 34 642
44 30 5 643
44 32 5 643
44 57 8 643
44 59 11 643
44 59 12 643
44 48 13 643
44 41 17 643
44 62 18 643
44 52 21 643
44 59 22 643
44 61 23 643
44 48 24 643
44 52 33 643
69 57 8 643
69 59 11 643
69 59 12 643
69 62 18 643
69 52 21 643
69 59 22 643
69 61 23 643
69 52 33 643
3 11 6 644
3 3 24 644
3 5 27 644
3 11 27 644
3 6 28 644
3 11 28 644
3 15 28 644
3 9 29 644
3 18 31 644
122 117 6 644
122 102 9 644
122 102 10 644
122 104 11 644
122 105 12 644
122 102 13 644
122 102 14 644
122 102 15 644
122 108 16 644
122 104 17 644
122 102 19 644
122 111 20 644
122 103 21 644
122 102 22 644
122 121 23 644
122 125 24 644
122 127 24 644
122 108 25 644
122 124 27 644
122 112 28 644
122 110 29 644
122 120 31 644
122 121 32 644
122 122 33 644
24 11 5 645
24 41 15 645
24 5 26 645
24 11 26 645
24 6 27 645
24 11 27 645
24 15 27 645
24 9 28 645
24 18 30 645
24 11 34 645
122 117 5 645
122 102 8 645
122 102 9 645
122 104 10 645
122 105 11 645
122 102 12 645
122 102 13 645
122 102 14 645
122 108 15 645
122 104 16 645
122 102 18 645
122 111 19 645
122 103 20 645
122 102 21 645
122 121 22 645
122 125 23 645
122 127 23 645
122 108 24 645
122 124 26 645
122 112 27 645
122 110 28 645
122 120 30 645
122 121 31 645
122 122 32 645
60 57 5 646
60 59 8 646
60 59 9 646
60 48 10 646
60 41 14 646
60 62 15 646
60 52 18 646
60 59 19 646
60 61 20 646
60 48 21 646
60 52 30 646
60 78 33 646
81 100 5 646
81 98 6 646
81 62 15 646
81 97 16 646
81 61 20 646
81 86 32 646
81 78 33 646
30 48 8 648
30 41 12 648
30 48 19 648
30 11 23 648
30 11 24 648
30 15 24 648
30 18 27 648
30 11 31 648
32 48 8 648
32 41 12 648
32 48 19 648
32 15 24 648
32 18 27 648
101 102 5 648
101 102 6 648
101 104 7 648
101 105 8 648
101 102 9 648
101 102 10 648
101 102 11 648
101 108 12 648
101 104 13 648
101 97 14 648
101 102 15 648
101 111 16 648
101 103 17 648
101 102 18 648
101 108 21 648
101 112 24 648
101 110 25 648
101 120 27 648
101 86 30 648
101 108 32 648
97 102 5 649
97 104 6 649
97 105 7 649
97 102 8 649
97 102 9 649
97 102 10 649
97 108 11 649
97 104 12 649
97 97 13 649
97 102 14 649
97 111 15 649
97 103 16 649
97 102 17 649
97 108 20 649
97 112 23 649
97 110 24 649
97 86 29 649
97 78 30 649
97 108 31 649
11 3 18 650
11 5 21 650
11 11 21 650
